0.000971678706421	"13455888"
0.000476932894097	"1184351"
0.000432370280362	"4695850"
0.000388207712723	"5051368"
0.000327282763881	"1384888"
0.000322478189836	"6113490"
0.000297756839102	"2437837"
0.000293159171727	"6076759"
0.000290619683916	"7902219"
0.000284813209452	"4196067"
0.000279003893291	"13425865"
0.000271998692323	"6172466"
0.000249096782079	"14112583"
0.000243008315833	"15164193"
0.000242258824098	"10390714"
0.000236650612675	"3191491"
0.000231842817177	"7835160"
0.000224313376737	"7576704"
0.000222104002411	"6416278"
0.000220783143231	"9276255"
0.000219230162295	"6237129"
0.000217046894378	"1516699"
0.000215039507707	"13725487"
0.000209386498652	"10469541"
0.000205952884854	"5154210"
0.000184482808377	"7990491"
0.000178885950284	"14881689"
0.00017769206097	"3603527"
0.000175622734864	"4198751"
0.000175563176685	"12836211"
0.000174626634062	"11253108"
0.000173815974899	"3069099"
0.000171924976448	"2797855"
0.00016796422161	"12074312"
0.00016688042372	"2155467"
0.000164915096595	"9386580"
0.000162230711556	"1441065"
0.000159242019196	"14503460"
0.000153359251246	"3191268"
0.000153062499752	"10566120"
0.00014823690785	"1637982"
0.000147156891222	"2396749"
0.000146041156001	"11245362"
0.000144302699033	"11147327"
0.000142981589755	"2614581"
0.00014285756516	"10527224"
0.000136190085479	"12430985"
0.000133975517056	"6172167"
0.000132098580668	"5490435"
0.000129717892493	"9355455"
0.000129064907364	"6171937"
0.000127270781868	"2614578"
0.000126007641355	"8697871"
0.000122551050956	"9391762"
0.000122480683226	"14112408"
0.000119915950606	"14725161"
0.000118788966187	"981395"
0.000115046835679	"994890"
0.000114385851957	"11582765"
0.000112249443278	"9562547"
0.000109069800152	"11148415"
0.000107721041462	"9394907"
0.000106639799912	"12067030"
0.000106220745432	"13280859"
0.000106008340886	"10345830"
0.000105204403874	"4978429"
0.000104406360659	"9997298"
0.000102053091805	"12447593"
0.000100473979	"1175360"
9.76235395097e-05	"8019937"
9.56272730331e-05	"13432150"
9.53929739722e-05	"12038331"
9.53160741041e-05	"14981725"
9.44211506385e-05	"4344962"
9.27833294934e-05	"14565507"
9.0460221843e-05	"1523975"
8.97031892857e-05	"10399499"
8.90193756018e-05	"4624519"
8.83624333002e-05	"13328060"
8.80411526062e-05	"1332806"
8.62145387074e-05	"2826544"
8.47135432277e-05	"14963657"
8.31311387864e-05	"1813634"
8.15951708059e-05	"9924814"
8.02180165132e-05	"1575979"
7.99319823069e-05	"14727077"
7.91308887841e-05	"15070394"
7.89141854922e-05	"2778099"
7.82726244183e-05	"2578813"
7.79439803427e-05	"3973000"
7.78854920174e-05	"4320007"
7.72741344565e-05	"4568647"
7.64806873988e-05	"14709489"
7.57606463509e-05	"9742161"
7.53754020662e-05	"13853369"
7.52438799204e-05	"10246542"
7.51920145225e-05	"3328327"
7.50846822271e-05	"3972999"
7.47845502971e-05	"5274313"
7.477663745e-05	"5908108"
